,date,adjusted_deaths,log_cpi_adjusted_cost,log_unadjusted_cost
0,1980-04,7.0,7.919501599122385,6.562161550664921
1,1980-06,35.0,7.030886928937859,5.632405811813974
2,1980-07,35.0,7.030886928937859,5.632405811813974
3,1980-08,48.0,8.1218466958834,6.767726634378434
4,1980-09,35.0,7.030886928937859,5.632405811813974
5,1980-10,35.0,7.030886928937859,5.632405811813974
6,1980-11,35.0,7.030886928937859,5.632405811813974
7,1981-01,0.0,7.638872343784828,6.35088571671474
8,1981-05,20.0,7.251415885529474,5.997446603617747
9,1982-01,85.0,7.704721810187626,6.4967749901858625
10,1982-04,33.0,7.380879035564116,6.182498069714679
11,1982-05,7.5,5.9807826987611215,4.795583900066207
12,1982-06,7.5,5.9807826987611215,4.795583900066207
13,1982-12,14.375,7.33911150787225,6.171178524558783
14,1983-01,14.375,7.33911150787225,6.171178524558783
15,1983-02,3.125,5.713051920978023,4.550977940796151
16,1983-03,3.125,5.713051920978023,4.550977940796151
17,1983-06,0.0,6.970521397007543,5.80013591400066
18,1983-07,0.0,6.970521397007543,5.80013591400066
19,1983-08,21.0,9.260536954083499,8.110831017653508
20,1983-09,3.5,5.749392985908253,4.61512051684126
21,1983-10,3.5,5.749392985908253,4.61512051684126
22,1983-12,151.0,8.77655294686343,7.604296716941434
23,1984-03,20.0,6.139668998600734,5.022399120802262
24,1984-04,20.0,6.139668998600734,5.022399120802262
25,1984-06,1.0,7.213326402255559,6.10300594913747
26,1985-01,150.0,8.71463320331007,7.619675156845376
27,1985-05,89.0,7.4725575797261365,6.398594934535208
28,1985-08,1.0,6.8544599561733985,5.784901544700838
29,1985-09,12.0,8.143052323648448,7.074497761147209
30,1985-10,63.0,8.375952133227477,7.311685844396276
31,1985-11,62.0,8.305731144875866,7.244941546337007
32,1986-02,13.0,7.334394606386676,6.274385279460631
33,1986-06,11.111111111111112,6.359862177741695,5.305292966815378
34,1986-07,11.111111111111112,6.359862177741695,5.305292966815378
35,1986-08,11.111111111111112,6.359862177741695,5.305292966815378
36,1986-09,10.0,7.0431599159883405,5.993961427306569
37,1988-06,50.44444444444445,8.710919804036905,7.706902809524763
38,1988-07,50.44444444444445,8.710919804036905,7.706902809524763
39,1988-08,50.44444444444445,8.710919804036905,7.706902809524763
40,1989-05,21.0,7.249428288698837,6.314453433391908
41,1989-06,11.0,7.441103694419345,6.506414983424792
42,1989-07,0.0,5.387840607594192,4.435830647351195
43,1989-08,0.0,5.387840607594192,4.435830647351195
44,1989-09,86.0,10.038823618146834,9.114305416849664
45,1989-10,0.0,5.387840607594192,4.435830647351195
46,1989-11,0.0,5.387840607594192,4.435830647351195
47,1989-12,110.0,8.842373343815433,7.893945138235959
48,1990-05,13.0,7.807062566084298,6.915624261583535
49,1990-06,1.888888888888889,5.255757752129241,4.387566815049497
50,1990-07,1.888888888888889,7.6853201981799835,6.802999491584182
51,1990-08,1.888888888888889,5.255757752129241,4.387566815049497
52,1990-12,0.0,9.039907859574642,8.131824785007195
53,1991-03,0.0,7.441877430429438,6.592454558009841
54,1991-04,0.0,5.280916824264983,4.437573024592519
55,1991-05,0.0,5.280916824264983,4.437573024592519
56,1991-06,0.0,5.280916824264983,4.437573024592519
57,1991-07,0.0,5.280916824264983,4.437573024592519
58,1991-08,18.0,8.207497260503189,7.369896498366791
59,1991-10,25.0,8.934718614016768,8.101980731853192
60,1992-03,0.0,7.505987215168227,6.691214863643134
61,1992-04,0.0,7.67693714581808,6.862130126509621
62,1992-06,0.0,7.428986560965208,6.618738983517219
63,1992-08,61.0,11.010084545108258,10.203629181337648
64,1992-09,7.0,8.84130362048157,8.03947991910045
65,1992-11,26.0,7.2858491902941696,6.489204931325317
66,1992-12,19.0,8.614936754022366,7.81762544305337
67,1993-03,270.0,9.40594008183869,8.617581365447506
68,1993-06,7.111111111111111,8.604650425756688,7.8118789757968035
69,1993-07,8.11111111111111,8.833590696550734,8.043588433103762
70,1993-08,7.111111111111111,8.604650425756688,7.8118789757968035
71,1993-09,0.4444444444444444,5.804197431564278,5.03297645403399
72,1993-10,0.4444444444444444,5.804197431564278,5.03297645403399
73,1993-11,0.4444444444444444,5.804197431564278,5.03297645403399
74,1994-01,70.0,7.717484796349408,6.947937068614969
75,1994-02,9.0,8.77119953360817,8.005867442608565
76,1994-04,3.0,7.654158779546766,6.893757744580082
77,1994-06,0.0,3.781914335529153,3.0511144194055757
78,1994-07,32.0,7.6828049979683195,6.927203813093635
79,1994-08,0.0,3.781914335529153,3.0511144194055757
80,1994-09,0.0,3.781914335529153,3.0511144194055757
81,1994-10,19.0,7.6750354316981655,6.928673841125551
82,1994-11,0.0,3.781914335529153,3.0511144194055757
83,1995-01,3.0,6.370471596253125,5.630414969030203
84,1995-02,3.0,6.370471596253125,5.630414969030203
85,1995-03,3.0,6.370471596253125,5.630414969030203
86,1995-04,0.0,7.087573705557973,6.3561076606958915
87,1995-05,32.0,9.337677620437377,8.610228057383427
88,1995-07,96.8888888888889,5.421517800334194,4.703506086708953
89,1995-08,102.8888888888889,7.589448220608074,6.8672804464164185
90,1995-09,109.8888888888889,8.423370793204697,7.700898612700758
91,1995-10,27.0,9.170923639612392,8.453187861440325
92,1996-01,187.0,8.720493186471689,8.007700012884026
93,1996-02,9.0,7.6294412768941795,6.917012288150262
94,1996-03,0.0,4.629998290753997,3.9271852531678233
95,1996-04,0.0,4.629998290753997,3.9271852531678233
96,1996-05,0.0,4.629998290753997,3.9271852531678233
97,1996-06,0.0,4.629998290753997,3.9271852531678233
98,1996-07,0.0,4.629998290753997,3.9271852531678233
99,1996-08,0.0,4.629998290753997,3.9271852531678233
100,1996-09,37.0,9.211839248099919,8.518791912779934
101,1996-10,1.0,7.210079628170788,6.517671272912275
102,1997-01,36.0,8.695272445297297,8.012349639327795
103,1997-02,17.4375,6.845713638043153,6.163643697311739
104,1997-03,17.4375,6.845713638043153,6.163643697311739
105,1997-04,0.6875,6.1224242764642955,5.441470292165754
106,1997-05,0.6875,6.1224242764642955,5.441470292165754
107,1997-12,14.666666666666666,5.3924652303024105,4.723940388555835
108,1998-01,30.666666666666664,7.99065965482308,7.322781969082987
109,1998-02,14.666666666666666,5.3924652303024105,4.723940388555835
110,1998-05,6.0,8.220853781424884,7.558464605500612
111,1998-06,39.22222222222223,8.023547852754309,7.359849491567936
112,1998-07,22.222222222222225,6.6404131179766255,5.973809611869261
113,1998-08,27.222222222222225,8.296000525194247,7.636752112435779
114,1998-09,16.0,9.354535915693193,8.697095156691425
115,1998-10,31.0,7.500971647896878,6.849172295662804
116,1998-12,0.0,8.492080490601163,7.824445930877619
117,1999-01,25.0,8.20977090964211,7.557733964140704
118,1999-05,55.0,8.249130735744808,7.607431089377187
119,1999-06,55.77777777777778,6.280562243068383,5.629976412273921
120,1999-07,55.77777777777778,6.280562243068383,5.629976412273921
121,1999-08,55.77777777777778,6.280562243068383,5.629976412273921
122,1999-09,77.0,9.409535449775474,8.778325928634482
123,2000-01,4.0,7.186371416374779,6.561030665896573
124,2000-03,1.728395061728395,7.27303174671846,6.662564131684878
125,2000-04,1.728395061728395,5.143488459171652,4.527802421526244
126,2000-05,1.728395061728395,5.143488459171652,4.527802421526244
127,2000-06,1.728395061728395,5.143488459171652,4.527802421526244
128,2000-07,1.728395061728395,5.143488459171652,4.527802421526244
129,2000-08,1.728395061728395,5.143488459171652,4.527802421526244
130,2000-09,1.728395061728395,4.756756713957167,4.138263030862439
131,2000-10,4.728395061728395,7.464720642686182,6.8697354272606885
132,2000-11,1.728395061728395,4.756756713957167,4.138263030862439
133,2001-04,3.0,8.66703893959683,8.090570853893981
134,2001-05,0.0,5.70236484431641,5.128418329752639
135,2001-06,43.0,9.621456151593161,9.050523670522297
136,2002-03,0.0,5.292907674673816,4.720195005967584
137,2002-04,7.0,8.259152994823394,7.698931746996393
138,2002-05,0.0,5.292907674673816,4.720195005967584
139,2002-06,0.0,5.292907674673816,4.720195005967584
140,2002-07,0.0,5.292907674673816,4.720195005967584
141,2002-08,2.0,7.6647318264357045,7.103889441239753
142,2002-09,7.333333333333334,7.806157580191775,7.250754675474393
143,2002-10,2.3333333333333335,6.119586273427546,5.557476158521446
144,2002-11,30.333333333333332,7.442771882795092,6.886703141084718
145,2003-03,0.43209876543209874,4.689431857018748,4.1422917678925
146,2003-04,3.432098765432099,8.177457213477444,7.6349400349622725
147,2003-05,51.4320987654321,8.883181407662523,8.34077739762345
148,2003-06,0.43209876543209874,4.689431857018748,4.1422917678925
149,2003-07,14.432098765432098,8.107416191762953,7.56488500045602
150,2003-08,0.43209876543209874,4.689431857018748,4.1422917678925
151,2003-09,57.876543209876544,9.22685793494873,8.696044328565325
152,2003-10,2.876543209876543,6.737734078232115,6.204989127714305
153,2003-11,2.876543209876543,6.737734078232115,6.204989127714305
154,2004-05,4.0,7.435024983983115,6.922545388510406
155,2004-06,0.0,7.051595806671393,6.54534966033442
156,2004-08,35.0,10.18716910426819,9.680375250733647
157,2004-09,133.0,11.046826203750207,10.540011470154983
158,2005-03,0.0,7.298850974957623,6.810105699740846
159,2005-04,0.0,4.228292574275186,3.736875684701575
160,2005-05,0.0,4.228292574275186,3.736875684701575
161,2005-06,0.0,4.228292574275186,3.736875684701575
162,2005-07,15.0,8.315223875997393,7.838724421169656
163,2005-08,1833.0,12.212879923364609,11.736640586251383
164,2005-09,119.0,10.28930079542044,9.825585447644622
165,2005-10,35.0,10.309652415758565,9.852246888342531
166,2006-01,0.19444444444444442,2.844909403533605,2.41485913976728
167,2006-02,0.19444444444444442,2.844909403533605,2.41485913976728
168,2006-03,10.194444444444445,7.7813090121879505,7.323366424795306
169,2006-04,37.19444444444444,8.795613736915895,8.344052538546103
170,2006-05,0.19444444444444442,5.64229117835716,5.1806397778694615
171,2006-06,20.194444444444443,7.878764601071533,7.438028467300226
172,2006-07,0.19444444444444442,5.64229117835716,5.1806397778694615
173,2006-08,1.1944444444444444,7.285306607140159,6.842466102728764
174,2006-09,0.19444444444444442,2.844909403533605,2.41485913976728
175,2006-10,1.1944444444444444,7.235979342157159,6.791432894614352
176,2006-11,0.19444444444444442,2.844909403533605,2.41485913976728
177,2006-12,0.19444444444444442,2.844909403533605,2.41485913976728
178,2007-01,1.0,7.68937110752969,7.244941546337007
179,2007-04,9.0,8.857429748704432,8.42349771801377
180,2007-06,1.75,6.420415569157141,6.001105440936204
181,2007-07,1.75,6.420415569157141,6.001105440936204
182,2007-08,1.75,6.420415569157141,6.001105440936204
183,2007-09,0.4166666666666667,5.039060803435295,4.598005706964941
184,2007-10,0.4166666666666667,5.039060803435295,4.598005706964941
185,2007-11,0.4166666666666667,5.039060803435295,4.598005706964941
186,2008-01,12.0,7.337478882098343,6.938943011379136
187,2008-02,57.0,7.538405952912142,7.139881676174955
188,2008-03,5.0,7.465902940981762,7.073845115708696
189,2008-04,4.666666666666666,8.086563911441155,7.6942871837495455
190,2008-05,15.666666666666666,8.723442744095236,8.339421611186369
191,2008-06,20.666666666666668,8.313337247073438,7.934537862587499
192,2008-07,3.0,7.542071667041705,7.1830959188840735
193,2008-08,13.25,7.710858360308281,7.345319110068689
194,2008-09,127.02777777777777,10.72828342955087,10.363593645417797
195,2008-10,1.7777777777777777,5.602034258963743,5.229986471021506
196,2008-11,1.7777777777777777,5.602034258963743,5.229986471021506
197,2008-12,0.0,4.297729392611301,3.905585636162217
198,2009-01,0.0,3.6145150753511994,3.228826155721369
199,2009-02,10.0,7.874751762747248,7.476160866720728
200,2009-03,0.0,7.809960569969426,7.418030751442647
201,2009-04,6.0,7.674865138335323,7.2830016837309115
202,2009-05,7.0,7.178799674079734,6.786999077846337
203,2009-06,0.2777777777777778,7.6094519206534414,7.230894966273256
204,2009-07,0.2777777777777778,7.3448303039409835,6.959738752452227
205,2009-08,0.2777777777777778,4.35891439592398,3.977030179446456
206,2009-09,10.277777777777779,7.237039078504815,6.8584162149067875
207,2009-10,0.2777777777777778,4.35891439592398,3.977030179446456
208,2009-11,0.2777777777777778,4.35891439592398,3.977030179446456
209,2009-12,0.0,3.6145150753511994,3.228826155721369
210,2010-02,3.0,7.084896816635977,6.706862336602747
211,2010-03,11.0,7.898633904101783,7.520342925221425
212,2010-04,8.0,6.719254685850698,6.341372920721033
213,2010-05,11.0,8.641567790411223,8.269084349728708
214,2010-06,2.0,7.176025110573521,6.804614520062624
215,2010-07,0.0,7.227008672529747,6.855724858028771
216,2010-10,0.0,8.607582191143917,8.24301946898925
217,2011-02,36.0,7.850376287078624,7.492871688129109
218,2011-03,2.638888888888889,6.165972089036967,5.809209638483614
219,2011-04,372.3888888888889,10.208265987349392,9.870605593035958
220,2011-05,182.63888888888889,9.615486331487517,9.275868749952357
221,2011-06,7.027777777777778,8.135990540752072,7.7922698088032725
222,2011-07,4.777777777777778,8.166037886686647,7.826815503973129
223,2011-08,47.77777777777778,9.947704009812183,9.617759127383987
224,2011-09,21.13888888888889,8.178697215163789,7.849354152656169
225,2011-10,1.1388888888888888,7.213479890148831,6.88405439807576
226,2011-11,0.1388888888888889,4.274000570234305,3.9430909428010392
227,2012-01,0.8541666666666666,5.672014641600608,5.34404728446379
228,2012-02,0.8541666666666666,5.672014641600608,5.34404728446379
229,2012-03,42.854166666666664,8.435661900313889,8.113174550504452
230,2012-04,7.104166666666667,8.376336637993031,8.060645284514223
231,2012-05,2.1041666666666665,8.427021092477574,8.111368006688137
232,2012-06,8.07638888888889,8.49801603375634,8.182433493639323
233,2012-07,8.07638888888889,7.2049131422326145,6.8872974093923345
234,2012-08,10.07638888888889,8.329145962678936,8.013392831689105
235,2012-09,1.0763888888888888,5.8771130977451485,5.551602064245712
236,2012-10,160.07638888888889,11.39426214932666,11.086705224942095
237,2012-11,1.0763888888888888,5.8771130977451485,5.551602064245712
238,2012-12,0.8541666666666666,5.672014641600608,5.34404728446379
239,2013-02,1.0,7.134811186571249,6.827629234502852
240,2013-03,1.654320987654321,7.980892717280775,7.673090470294835
241,2013-04,5.654320987654321,8.190310236375865,7.882584625865472
242,2013-05,37.65432098765432,8.676969271243209,8.376439176847212
243,2013-06,0.654320987654321,5.178072943701962,4.865338345684447
244,2013-07,0.654320987654321,5.178072943701962,4.865338345684447
245,2013-08,0.654320987654321,7.3677342583387295,7.066138284770386
246,2013-09,9.654320987654321,7.702484175684845,7.401362403333677
247,2013-10,0.654320987654321,5.178072943701962,4.865338345684447
248,2013-11,8.654320987654321,7.408252156681545,7.106864133315122
249,2014-01,16.0,7.996804360002464,7.6967317372935256
250,2014-02,0.0,3.6388280426358914,3.347879610351701
251,2014-03,0.0,3.6388280426358914,3.347879610351701
252,2014-04,8.25,8.228055970036799,7.93896890854137
253,2014-05,8.25,8.808137034453146,8.52291027885146
254,2014-06,2.0,7.8522241023784884,7.574374849244
255,2014-07,0.0,3.6388280426358914,3.347879610351701
256,2014-08,2.0,7.2441898329504735,6.96615843464536
257,2014-09,0.0,6.221975323179775,5.936328000234387
258,2014-10,0.0,6.221975323179775,5.936328000234387
259,2014-11,0.0,3.6388280426358914,3.347879610351701
260,2014-12,0.0,3.6388280426358914,3.347879610351701
261,2015-01,0.0,3.7581754887351826,3.4661698364146933
262,2015-02,30.0,8.297087567514325,8.00440363591323
263,2015-03,0.0,3.7581754887351826,3.4661698364146933
264,2015-04,5.0,8.532135036374221,8.246830636845953
265,2015-05,35.0,8.539027138420726,8.243943474171886
266,2015-06,1.3333333333333333,7.438968717850764,7.160942951644723
267,2015-07,0.3333333333333333,5.036271427738767,4.754667197134003
268,2015-08,0.3333333333333333,5.036271427738767,4.754667197134003
269,2015-09,0.3333333333333333,5.036271427738767,4.754667197134003
270,2015-10,25.333333333333332,7.941471732008297,7.656490868511393
271,2015-11,0.3333333333333333,5.036271427738767,4.754667197134003
272,2015-12,50.0,7.883133522082616,7.5978547767226825
273,2016-01,0.0,3.4905978777412523,3.215397560491876
274,2016-02,10.0,7.255807038796542,6.970648567257702
275,2016-03,6.0,8.910316536152635,8.629595258425223
276,2016-04,9.5,9.105002718620911,8.824404073106027
277,2016-05,3.5,8.428887625348285,8.157496033431153
278,2016-06,23.428571428571427,7.23369810960314,6.94946398418576
279,2016-07,0.42857142857142855,7.609285308973747,7.339141981441925
280,2016-08,13.428571428571429,9.502773851180821,9.21769235434724
281,2016-09,0.42857142857142855,4.573020558800823,4.3012333235379145
282,2016-10,49.42857142857143,9.487732395588058,9.21769235434724
283,2016-11,0.42857142857142855,4.573020558800823,4.3012333235379145
284,2016-12,0.42857142857142855,4.573020558800823,4.3012333235379145
285,2017-01,24.0,7.270660772671506,7.00850518208228
286,2017-02,6.5,7.839111952338459,7.576865881713841
287,2017-03,3.5,9.015036933050844,8.755973843509846
288,2017-04,6.0,8.000978049910811,7.744894572550854
289,2017-05,6.0,8.717399682250456,8.462050391919028
290,2017-06,1.1020408163265307,8.599972496557788,8.345324566973957
291,2017-07,1.1020408163265307,6.2295168172786015,5.974951401488842
292,2017-08,90.10204081632654,11.986096013006266,11.739211664824259
293,2017-09,3079.1020408163267,12.099085864909375,11.852204109795734
294,2017-10,1.1020408163265307,6.2295168172786015,5.974951401488842
295,2017-11,1.1020408163265307,6.2295168172786015,5.974951401488842
296,2017-12,1.1020408163265307,6.2295168172786015,5.974951401488842
297,2018-01,22.0,7.189620447694986,6.950814768442584
298,2018-03,9.0,8.440636042337543,8.20166019080868
299,2018-04,3.0,7.415596424322727,7.1846291527173145
300,2018-05,5.0,8.154356445363696,7.923348211930154
301,2018-06,2.1632653061224487,8.366845282808628,8.143464026439265
302,2018-07,2.1632653061224487,8.22580904261208,8.002298073992046
303,2018-08,2.1632653061224487,7.586875986677833,7.363163110002697
304,2018-09,55.16326530612245,10.331716352441399,10.108541115273326
305,2018-10,51.16326530612245,10.370660417584308,10.147484799229142
306,2018-11,2.1632653061224487,6.53776762013783,6.313215249113893
307,2018-12,2.1632653061224487,6.53776762013783,6.313215249113893
308,2019-02,2.0,7.344848213231971,7.121656248929415
309,2019-03,3.16,9.65626161049699,9.43426441862465
310,2019-04,7.16,7.521309319580388,7.313060374288936
311,2019-05,4.41,9.20553727179586,8.998261629263943
312,2019-06,1.4933333333333334,7.237730754503038,7.029096421506361
313,2019-07,0.24333333333333335,7.438697629377226,7.2303893511957735
314,2019-08,2.5833333333333335,6.4767031146564475,6.270042805310292
315,2019-09,7.583333333333333,8.82465215733412,8.617671809982456
316,2019-10,2.0833333333333335,7.7265875681554785,7.519692404116539
317,2019-11,0.08333333333333333,5.041810911564705,4.836281906951478
318,2020-01,10.0,7.246225553073639,7.047517221357296
319,2020-02,3.0,7.335112301659201,7.136483208590247
320,2020-03,25.0,8.69482039735715,8.49596955496461
321,2020-04,39.0,9.278466212426896,9.071423072789514
322,2020-05,4.0,8.743611355796707,8.53660358493606
323,2020-06,0.9183673469387755,4.71851711049761,4.529742662290361
324,2020-07,0.9183673469387755,7.9627298304305185,7.767998144595827
325,2020-08,64.75836734693877,10.783269543430563,10.590358445692344
326,2020-09,7.758367346938775,9.180878815415483,8.990283887498771
327,2020-10,13.758367346938776,9.174037535208404,8.983406483134535
328,2020-11,14.758367346938776,7.891660543957482,7.701080179934218
329,2020-12,2.7583673469387753,6.811444846181778,6.621052318880117
330,2021-01,3.5902777777777777,7.241972496737294,7.051464733677821
331,2021-02,263.59027777777777,10.214460490317785,10.03212473978845
332,2021-03,15.590277777777777,8.207823392199506,8.03351200494209
333,2021-04,1.5902777777777775,8.625966244438596,8.451811351822633
334,2021-05,10.590277777777777,8.045763419844741,7.879499113454513
335,2021-06,1.7535430839002264,8.229977826918017,8.080792528079634
336,2021-07,2.7535430839002264,7.9989906370612935,7.849633251077872
337,2021-08,34.753543083900226,10.10401225763396,9.962972396067075
338,2021-09,25.753543083900226,10.027410632933876,9.887398490376231
339,2021-10,1.7535430839002264,5.762210527735772,5.6050426201599715
340,2021-11,1.7535430839002264,5.762210527735772,5.6050426201599715
341,2021-12,95.75354308390023,8.826536561263218,8.694300093680218
342,2022-01,0.9444444444444445,5.100230504891005,4.98764146923007
343,2022-02,0.9444444444444445,7.156924987602426,7.051500822166799
344,2022-03,2.9444444444444446,7.343206085315607,7.246076004507261
345,2022-04,5.210069444444445,8.45021309922261,8.363385392613376
346,2022-05,3.2100694444444446,8.837124967378513,8.753953062897489
347,2022-06,2.2100694444444446,8.635486167229,8.575685476057327
348,2022-07,44.21006944444444,8.067421632886123,8.006428908361459
349,2022-08,1.2100694444444446,5.3732814894074705,5.273942845722226
350,2022-09,178.21006944444446,11.716088888661218,11.648375376303305
351,2022-10,1.2100694444444446,5.3732814894074705,5.273942845722226
352,2022-11,6.210069444444445,7.167631101542608,7.102650807496844
353,2022-12,89.31944444444444,9.149642191529221,9.090750235746663
354,2023-01,1.375,5.691414640662337,5.642793203029772
355,2023-02,2.375,7.666274640352029,7.617390777046885
356,2023-03,45.625,9.296496274509284,9.247660241208266
357,2023-04,21.11111111111111,9.381962547567152,9.335135800272617
358,2023-05,10.86111111111111,9.417943121941589,9.378408045348818
359,2023-06,20.61111111111111,9.579953180946235,9.540788547943086
360,2023-07,20.61111111111111,8.787211406792357,8.756354438423655
361,2023-08,115.86111111111111,9.483792296170012,9.453613294585558
362,2023-09,6.86111111111111,7.652660440189954,7.619315232549208
363,2023-12,5.0,7.181896099427432,7.152268856032539
364,2024-01,64.94444444444444,8.77815926415888,8.758393838758343
365,2024-02,0.9444444444444445,7.880281931428901,7.86052525594241
366,2024-03,3.9444444444444446,8.73072560790283,8.710929673421324
367,2024-04,6.944444444444445,8.843184725713671,8.833153918591298
368,2024-05,34.94444444444444,9.94079864658566,9.935259047899882
369,2024-06,8.444444444444445,8.57202564844763,8.570474577683262
370,2024-07,49.44444444444444,9.22400834378674,9.223935729309302
371,2024-08,17.944444444444443,7.829876204422635,7.829583428797153
372,2024-09,219.94444444444446,11.290414439263957,11.290405243651062
373,2024-10,32.94444444444444,10.442568742969579,10.44254727464993
374,2024-11,0.9444444444444445,3.6537199276115633,3.6344745986911704
375,2024-12,0.9444444444444445,3.6537199276115633,3.6344745986911704